particle #,x,y,vx,vy,m,Omega,h,density,pressure,dvx/dt,dvy/dt,du/dt
particle 1347,0.53,0.95,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1348,0.53,0.97,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1349,0.53,0.99,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1350,0.55,0.01,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1351,0.55,0.03,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1352,0.55,0.05,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1353,0.55,0.07,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1354,0.55,0.09,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1355,0.55,0.11,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1356,0.55,0.13,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1357,0.55,0.15,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1358,0.55,0.17,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1359,0.55,0.19,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1360,0.55,0.21,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1361,0.55,0.23,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1362,0.55,0.25,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1363,0.55,0.27,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1364,0.55,0.29,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1365,0.55,0.31,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1366,0.55,0.33,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1367,0.55,0.35,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1368,0.55,0.37,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1369,0.55,0.39,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1370,0.55,0.41,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1371,0.55,0.43,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1372,0.55,0.45,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1373,0.55,0.47,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1374,0.55,0.49,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1375,0.55,0.51,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1376,0.55,0.53,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1377,0.55,0.55,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1378,0.55,0.57,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1379,0.55,0.59,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1380,0.55,0.61,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1381,0.55,0.63,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1382,0.55,0.65,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1383,0.55,0.67,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1384,0.55,0.69,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1385,0.55,0.71,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1386,0.55,0.73,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1387,0.55,0.75,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1388,0.55,0.77,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1389,0.55,0.79,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1390,0.55,0.81,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1391,0.55,0.83,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1392,0.55,0.85,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1393,0.55,0.87,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1394,0.55,0.89,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1395,0.55,0.91,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1396,0.55,0.93,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1397,0.55,0.95,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1398,0.55,0.97,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1399,0.55,0.99,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1400,0.57,0.01,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1401,0.57,0.03,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1402,0.57,0.05,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1403,0.57,0.07,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1404,0.57,0.09,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1405,0.57,0.11,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1406,0.57,0.13,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1407,0.57,0.15,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1408,0.57,0.17,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1409,0.57,0.19,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1410,0.57,0.21,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1411,0.57,0.23,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1412,0.57,0.25,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1413,0.57,0.27,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1414,0.57,0.29,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1415,0.57,0.31,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1416,0.57,0.33,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1417,0.57,0.35,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1418,0.57,0.37,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1419,0.57,0.39,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1420,0.57,0.41,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1421,0.57,0.43,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1422,0.57,0.45,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1423,0.57,0.47,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1424,0.57,0.49,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1425,0.57,0.51,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1426,0.57,0.53,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1427,0.57,0.55,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1428,0.57,0.57,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1429,0.57,0.59,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1430,0.57,0.61,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1431,0.57,0.63,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1432,0.57,0.65,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1433,0.57,0.67,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1434,0.57,0.69,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1435,0.57,0.71,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1436,0.57,0.73,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1437,0.57,0.75,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1438,0.57,0.77,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1439,0.57,0.79,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1440,0.57,0.81,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1441,0.57,0.83,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1442,0.57,0.85,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1443,0.57,0.87,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1444,0.57,0.89,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1445,0.57,0.91,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1446,0.57,0.93,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1447,0.57,0.95,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1448,0.57,0.97,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1449,0.57,0.99,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1450,0.59,0.01,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1451,0.59,0.03,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1452,0.59,0.05,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1453,0.59,0.07,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1454,0.59,0.09,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1455,0.59,0.11,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1456,0.59,0.13,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1457,0.59,0.15,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1458,0.59,0.17,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1459,0.59,0.19,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1460,0.59,0.21,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1461,0.59,0.23,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1462,0.59,0.25,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1463,0.59,0.27,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1464,0.59,0.29,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1465,0.59,0.31,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1466,0.59,0.33,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1467,0.59,0.35,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1468,0.59,0.37,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1469,0.59,0.39,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1470,0.59,0.41,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1471,0.59,0.43,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1472,0.59,0.45,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1473,0.59,0.47,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1474,0.59,0.49,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1475,0.59,0.51,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1476,0.59,0.53,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1477,0.59,0.55,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1478,0.59,0.57,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1479,0.59,0.59,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1480,0.59,0.61,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1481,0.59,0.63,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1482,0.59,0.65,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1483,0.59,0.67,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1484,0.59,0.69,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1485,0.59,0.71,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1486,0.59,0.73,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1487,0.59,0.75,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1488,0.59,0.77,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1489,0.59,0.79,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1490,0.59,0.81,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1491,0.59,0.83,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1492,0.59,0.85,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1493,0.59,0.87,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1494,0.59,0.89,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1495,0.59,0.91,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1496,0.59,0.93,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1497,0.59,0.95,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1498,0.59,0.97,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1499,0.59,0.99,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1500,0.61,0.01,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1501,0.61,0.03,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1502,0.61,0.05,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1503,0.61,0.07,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1504,0.61,0.09,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1505,0.61,0.11,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1506,0.61,0.13,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1507,0.61,0.15,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1508,0.61,0.17,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1509,0.61,0.19,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1510,0.61,0.21,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1511,0.61,0.23,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1512,0.61,0.25,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1513,0.61,0.27,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1514,0.61,0.29,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1515,0.61,0.31,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1516,0.61,0.33,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1517,0.61,0.35,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1518,0.61,0.37,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1519,0.61,0.39,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1520,0.61,0.41,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1521,0.61,0.43,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1522,0.61,0.45,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1523,0.61,0.47,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1524,0.61,0.49,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1525,0.61,0.51,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1526,0.61,0.53,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1527,0.61,0.55,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1528,0.61,0.57,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1529,0.61,0.59,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1530,0.61,0.61,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1531,0.61,0.63,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1532,0.61,0.65,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1533,0.61,0.67,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1534,0.61,0.69,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1535,0.61,0.71,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1536,0.61,0.73,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1537,0.61,0.75,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1538,0.61,0.77,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1539,0.61,0.79,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1540,0.61,0.81,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1541,0.61,0.83,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1542,0.61,0.85,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1543,0.61,0.87,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1544,0.61,0.89,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1545,0.61,0.91,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1546,0.61,0.93,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1547,0.61,0.95,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1548,0.61,0.97,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1549,0.61,0.99,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1550,0.63,0.01,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1551,0.63,0.03,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1552,0.63,0.05,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1553,0.63,0.07,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1554,0.63,0.09,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1555,0.63,0.11,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1556,0.63,0.13,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1557,0.63,0.15,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1558,0.63,0.17,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1559,0.63,0.19,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1560,0.63,0.21,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1561,0.63,0.23,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1562,0.63,0.25,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1563,0.63,0.27,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1564,0.63,0.29,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1565,0.63,0.31,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1566,0.63,0.33,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1567,0.63,0.35,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1568,0.63,0.37,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1569,0.63,0.39,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1570,0.63,0.41,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1571,0.63,0.43,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1572,0.63,0.45,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1573,0.63,0.47,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1574,0.63,0.49,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1575,0.63,0.51,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1576,0.63,0.53,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1577,0.63,0.55,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1578,0.63,0.57,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1579,0.63,0.59,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1580,0.63,0.61,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1581,0.63,0.63,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1582,0.63,0.65,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1583,0.63,0.67,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1584,0.63,0.69,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1585,0.63,0.71,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1586,0.63,0.73,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1587,0.63,0.75,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1588,0.63,0.77,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1589,0.63,0.79,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1590,0.63,0.81,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1591,0.63,0.83,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1592,0.63,0.85,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1593,0.63,0.87,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1594,0.63,0.89,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1595,0.63,0.91,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1596,0.63,0.93,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1597,0.63,0.95,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1598,0.63,0.97,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1599,0.63,0.99,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1600,0.65,0.01,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1601,0.65,0.03,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1602,0.65,0.05,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1603,0.65,0.07,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1604,0.65,0.09,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1605,0.65,0.11,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1606,0.65,0.13,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1607,0.65,0.15,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1608,0.65,0.17,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1609,0.65,0.19,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1610,0.65,0.21,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1611,0.65,0.23,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1612,0.65,0.25,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1613,0.65,0.27,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1614,0.65,0.29,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1615,0.65,0.31,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1616,0.65,0.33,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1617,0.65,0.35,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1618,0.65,0.37,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1619,0.65,0.39,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1620,0.65,0.41,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1621,0.65,0.43,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1622,0.65,0.45,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1623,0.65,0.47,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1624,0.65,0.49,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1625,0.65,0.51,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1626,0.65,0.53,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1627,0.65,0.55,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1628,0.65,0.57,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1629,0.65,0.59,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1630,0.65,0.61,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1631,0.65,0.63,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1632,0.65,0.65,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1633,0.65,0.67,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1634,0.65,0.69,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1635,0.65,0.71,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1636,0.65,0.73,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1637,0.65,0.75,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1638,0.65,0.77,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1639,0.65,0.79,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1640,0.65,0.81,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1641,0.65,0.83,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1642,0.65,0.85,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1643,0.65,0.87,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1644,0.65,0.89,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1645,0.65,0.91,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1646,0.65,0.93,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1647,0.65,0.95,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1648,0.65,0.97,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1649,0.65,0.99,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1650,0.67,0.01,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1651,0.67,0.03,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1652,0.67,0.05,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1653,0.67,0.07,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1654,0.67,0.09,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1655,0.67,0.11,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
particle 1656,0.67,0.13,0,0,0.43,0.991062,0.024003,1074.74,0,0,0,0
