particle #,x,y,vx,vy,m,Omega,h,density,pressure,dvx/dt,dvy/dt,du/dt
particle 1158,0.47,0.17,-3.12925e-15,2.83543e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.249e-14,6.23113e-15,-9.0669e-14
particle 1159,0.47,0.19,-2.69149e-15,1.03791e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.34337e-14,-5.60663e-15,-3.33386e-14
particle 1160,0.47,0.21,-2.77286e-15,-1.2227e-15,0.43,0.991062,0.0240029,1074.74,716.491,8.29892e-15,2.10942e-15,-3.96061e-14
particle 1161,0.47,0.23,-3.26158e-15,1.38809e-16,0.43,0.991062,0.0240029,1074.74,716.491,9.85323e-15,2.6229e-15,-9.08442e-14
particle 1162,0.47,0.25,-2.67632e-15,1.56944e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.56819e-14,-1.5099e-14,-3.79603e-14
particle 1163,0.47,0.27,-2.44784e-15,-5.26597e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.33147e-14,4.28824e-15,1.87595e-14
particle 1164,0.47,0.29,-3.12095e-15,-3.1633e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.52933e-14,2.28983e-15,-9.79119e-14
particle 1165,0.47,0.31,-3.05388e-15,3.05597e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.54876e-14,-6.00908e-15,-8.73003e-14
particle 1166,0.47,0.33,-2.39981e-15,-3.03373e-17,0.43,0.991062,0.0240029,1074.74,716.491,2.70894e-14,2.96985e-15,3.81142e-14
particle 1167,0.47,0.35,-2.85479e-15,-3.0218e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.45359e-14,-4.73233e-15,-8.75154e-14
particle 1168,0.47,0.37,-3.0741e-15,3.11151e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.54876e-14,2.8727e-15,-8.42488e-14
particle 1169,0.47,0.39,-2.39981e-15,-2.2753e-17,0.43,0.991062,0.0240029,1074.74,716.491,2.70894e-14,3.85803e-15,3.88092e-14
particle 1170,0.47,0.41,-2.85479e-15,-3.01927e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.45359e-14,-3.84415e-15,-8.74085e-14
particle 1171,0.47,0.43,-3.0741e-15,3.11155e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.54876e-14,2.88658e-15,-8.47138e-14
particle 1172,0.47,0.45,-2.39918e-15,1.90398e-17,0.43,0.991062,0.0240029,1074.74,716.491,2.73115e-14,9.27036e-15,3.77431e-14
particle 1173,0.47,0.47,-2.98625e-15,-2.91341e-15,0.43,0.991062,0.0240029,1074.74,716.491,4.996e-15,7.61891e-15,-9.13574e-14
particle 1174,0.47,0.49,-3.18171e-15,3.269e-15,0.43,0.991062,0.0240029,1074.74,716.491,4.71845e-15,4.21885e-15,-1.02342e-13
particle 1175,0.47,0.51,-2.81276e-15,8.53909e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.82354e-14,-2.06363e-14,4.64189e-15
particle 1176,0.47,0.53,-2.85803e-15,-2.60869e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.84852e-14,-2.64511e-14,1.51831e-14
particle 1177,0.47,0.55,-2.19021e-15,-2.37611e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.01148e-14,7.95197e-15,4.92369e-14
particle 1178,0.47,0.57,-2.6813e-15,-6.83747e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.08999e-14,-1.16435e-14,-1.79832e-13
particle 1179,0.47,0.59,-2.69331e-15,6.8921e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.64511e-14,1.73195e-14,-1.80812e-13
particle 1180,0.47,0.61,-1.97998e-15,2.34391e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.30569e-14,-1.92901e-15,4.45047e-14
particle 1181,0.47,0.63,-2.65396e-15,4.1702e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.71252e-14,1.25039e-14,3.32737e-15
particle 1182,0.47,0.65,-2.78724e-15,-2.85716e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.51466e-14,-1.5779e-14,6.09222e-15
particle 1183,0.47,0.67,-2.17765e-15,-2.45705e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.81442e-14,2.66454e-15,4.90482e-14
particle 1184,0.47,0.69,-2.66107e-15,-6.94112e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.08999e-14,-1.96371e-14,-1.79756e-13
particle 1185,0.47,0.71,-2.69331e-15,6.8921e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.64511e-14,1.73195e-14,-1.81425e-13
particle 1186,0.47,0.73,-1.97998e-15,2.3338e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.30569e-14,-5.48173e-15,4.44432e-14
particle 1187,0.47,0.75,-2.65396e-15,4.1702e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.71252e-14,1.25039e-14,3.32737e-15
particle 1188,0.47,0.77,-2.78724e-15,-2.85716e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.51466e-14,-1.5779e-14,6.09222e-15
particle 1189,0.47,0.79,-2.17765e-15,-2.45705e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.81442e-14,2.66454e-15,4.90482e-14
particle 1190,0.47,0.81,-2.66107e-15,-6.94112e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.08999e-14,-1.96371e-14,-1.79756e-13
particle 1191,0.47,0.83,-2.69331e-15,6.8921e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.64511e-14,1.73195e-14,-1.81422e-13
particle 1192,0.47,0.85,-1.97998e-15,2.3338e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.30569e-14,-5.48173e-15,4.45063e-14
particle 1193,0.47,0.87,-2.65396e-15,4.16783e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.71252e-14,1.24206e-14,3.32989e-15
particle 1194,0.47,0.89,-2.80494e-15,-2.90772e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.89293e-14,-1.75554e-14,6.08433e-15
particle 1195,0.47,0.91,-2.17765e-15,-2.45705e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.81442e-14,2.66454e-15,4.91673e-14
particle 1196,0.47,0.93,-2.66107e-15,-6.92343e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.08999e-14,-1.87489e-14,-1.77722e-13
particle 1197,0.47,0.95,-2.73178e-15,6.77367e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.64233e-14,1.46827e-14,-1.80424e-13
particle 1198,0.47,0.97,-2.08569e-15,2.33179e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.38063e-14,-5.59275e-15,4.19893e-14
particle 1199,0.47,0.99,-2.70634e-15,5.88339e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.64313e-14,3.75533e-14,5.47948e-15
particle 1200,0.49,0.01,3.33985e-15,-1.73958e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.0969e-14,2.13551e-14,-3.67955e-14
particle 1201,0.49,0.03,3.72551e-15,-4.34112e-16,0.43,0.991062,0.0240029,1074.74,716.491,9.335e-15,1.27721e-14,-5.22589e-14
particle 1202,0.49,0.05,3.77629e-15,-5.67836e-16,0.43,0.991062,0.0240029,1074.74,716.491,7.56139e-15,3.68098e-14,-7.11566e-14
particle 1203,0.49,0.07,3.74982e-15,2.74222e-16,0.43,0.991062,0.0240029,1074.74,716.491,7.98346e-16,-3.29353e-14,-7.13728e-14
particle 1204,0.49,0.09,3.72226e-15,1.21041e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.16774e-14,-9.44072e-15,-5.71135e-14
particle 1205,0.49,0.11,3.69004e-15,7.45118e-17,0.43,0.991062,0.0240029,1074.74,716.491,4.80523e-15,-1.17785e-15,-5.73246e-14
particle 1206,0.49,0.13,3.49049e-15,2.49791e-16,0.43,0.991062,0.0240029,1074.74,716.491,9.71458e-15,-2.44243e-15,-3.20631e-14
particle 1207,0.49,0.15,3.62241e-15,-1.53708e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.30981e-15,3.65491e-15,-5.71363e-14
particle 1208,0.49,0.17,3.9665e-15,-3.48536e-17,0.43,0.991062,0.0240029,1074.74,716.491,1.7038e-14,-9.57764e-15,-9.6759e-14
particle 1209,0.49,0.19,3.51806e-15,1.05168e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.80112e-15,-8.25638e-15,-4.29715e-14
particle 1210,0.49,0.21,3.52068e-15,-1.19486e-15,0.43,0.991062,0.0240029,1074.74,716.491,8.54607e-15,6.29919e-15,-4.66429e-14
particle 1211,0.49,0.23,3.83853e-15,8.65817e-17,0.43,0.991062,0.0240029,1074.74,716.491,1.26794e-14,3.34212e-15,-9.79595e-14
particle 1212,0.49,0.25,3.49069e-15,1.5463e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.1122e-15,-1.90231e-14,-4.28943e-14
particle 1213,0.49,0.27,3.1246e-15,-6.96921e-16,0.43,0.991062,0.0240029,1074.74,716.491,6.09896e-15,1.32863e-15,1.37001e-14
particle 1214,0.49,0.29,3.48112e-15,-3.40466e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.02378e-15,-8.38298e-15,-1.11372e-13
particle 1215,0.49,0.31,3.15359e-15,3.12518e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.15225e-15,-6.11257e-15,-1.01775e-13
particle 1216,0.49,0.33,2.85574e-15,8.97088e-18,0.43,0.991062,0.0240029,1074.74,716.491,-1.07194e-14,4.95148e-15,3.22827e-14
particle 1217,0.49,0.35,3.39312e-15,-3.24345e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.8316e-15,2.31786e-15,-9.82674e-14
particle 1218,0.49,0.37,3.18736e-15,3.15372e-15,0.43,0.991062,0.0240029,1074.74,716.491,4.75459e-16,-8.21384e-15,-9.81589e-14
particle 1219,0.49,0.39,2.85567e-15,9.24739e-18,0.43,0.991062,0.0240029,1074.74,716.491,-1.07472e-14,5.04863e-15,3.27843e-14
particle 1220,0.49,0.41,3.39311e-15,-3.24345e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.83172e-15,2.31792e-15,-9.81936e-14
particle 1221,0.49,0.43,3.18419e-15,3.15253e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.56564e-16,-8.15676e-15,-9.82931e-14
particle 1222,0.49,0.45,2.83729e-15,1.96515e-17,0.43,0.991062,0.0240029,1074.74,716.491,-1.11512e-14,6.59524e-15,3.1874e-14
particle 1223,0.49,0.47,3.38104e-15,-3.16155e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.77261e-15,9.25501e-15,-1.02113e-13
particle 1224,0.49,0.49,3.37203e-15,3.29444e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.31429e-15,5.46923e-16,-1.18054e-13
particle 1225,0.49,0.51,3.24691e-15,9.42643e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.76894e-15,-1.43117e-14,-8.05105e-15
particle 1226,0.49,0.53,3.10891e-15,-1.49493e-16,0.43,0.991062,0.0240029,1074.74,716.491,5.41402e-15,-2.4313e-14,4.65357e-15
particle 1227,0.49,0.55,2.57163e-15,-2.29047e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.11024e-14,1.10883e-14,4.40143e-14
particle 1228,0.49,0.57,3.25779e-15,-7.00176e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.94129e-15,-1.61815e-14,-1.88489e-13
particle 1229,0.49,0.59,3.13612e-15,7.01009e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.8586e-15,2.50356e-14,-1.8992e-13
particle 1230,0.49,0.61,2.81417e-15,2.36856e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.21445e-15,-3.16114e-15,4.10511e-14
particle 1231,0.49,0.63,3.36277e-15,2.65405e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.31e-15,1.6601e-14,-5.63102e-15
particle 1232,0.49,0.65,3.15623e-15,-1.91994e-16,0.43,0.991062,0.0240029,1074.74,716.491,-7.0446e-15,-1.65674e-14,-5.10357e-15
particle 1233,0.49,0.67,2.61302e-15,-2.33883e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.33791e-15,3.92379e-15,4.30514e-14
particle 1234,0.49,0.69,3.19253e-15,-7.02969e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.77316e-15,-2.06363e-14,-1.88833e-13
particle 1235,0.49,0.71,3.13612e-15,7.01009e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.8586e-15,2.50356e-14,-1.90247e-13
particle 1236,0.49,0.73,2.81417e-15,2.36856e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.21445e-15,-3.16114e-15,4.10319e-14
particle 1237,0.49,0.75,3.36277e-15,2.65405e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.31e-15,1.6601e-14,-5.63102e-15
particle 1238,0.49,0.77,3.15623e-15,-1.91994e-16,0.43,0.991062,0.0240029,1074.74,716.491,-7.0446e-15,-1.65674e-14,-5.10357e-15
particle 1239,0.49,0.79,2.61302e-15,-2.33883e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.33791e-15,3.92379e-15,4.30514e-14
particle 1240,0.49,0.81,3.19253e-15,-7.02969e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.77316e-15,-2.06363e-14,-1.88833e-13
particle 1241,0.49,0.83,3.13612e-15,7.01009e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.85858e-15,2.50356e-14,-1.90246e-13
particle 1242,0.49,0.85,2.81417e-15,2.36848e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.21444e-15,-3.16113e-15,4.1033e-14
particle 1243,0.49,0.87,3.36277e-15,2.62877e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.31008e-15,1.57128e-14,-5.6312e-15
particle 1244,0.49,0.89,3.15624e-15,-2.12218e-16,0.43,0.991062,0.0240029,1074.74,716.491,-7.04403e-15,-2.36726e-14,-5.10428e-15
particle 1245,0.49,0.91,2.59528e-15,-2.33193e-15,0.43,0.991062,0.0240029,1074.74,716.491,-9.57928e-15,6.45137e-15,4.3191e-14
particle 1246,0.49,0.93,3.19237e-15,-7.02048e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.71765e-15,-1.72085e-14,-1.86553e-13
particle 1247,0.49,0.95,3.12917e-15,6.82926e-15,0.43,0.991062,0.0240029,1074.74,716.491,-4.70707e-15,1.66174e-14,-1.88842e-13
particle 1248,0.49,0.97,2.73077e-15,2.26148e-15,0.43,0.991062,0.0240029,1074.74,716.491,-4.82762e-15,-6.23576e-16,3.68233e-14
particle 1249,0.49,0.99,3.05445e-15,6.03948e-16,0.43,0.991062,0.0240029,1074.74,716.491,-4.80805e-15,3.43663e-14,-5.35655e-15
particle 1250,0.51,0.01,9.42935e-16,-2.40896e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.42253e-14,1.57446e-14,7.15518e-14
particle 1251,0.51,0.03,1.14977e-15,-3.33415e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.01085e-14,4.91988e-15,6.45727e-14
particle 1252,0.51,0.05,9.83155e-16,-4.62152e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.71933e-14,1.72259e-14,5.20331e-14
particle 1253,0.51,0.07,1.07063e-15,2.4948e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.79401e-14,-2.48641e-14,5.13468e-14
particle 1254,0.51,0.09,1.12095e-15,1.23071e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.42131e-14,-7.5923e-15,6.35896e-14
particle 1255,0.51,0.11,1.04367e-15,1.24725e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.25333e-14,-9.36538e-15,6.09124e-14
particle 1256,0.51,0.13,1.03066e-15,1.82447e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.96277e-14,1.49655e-15,7.94035e-14
particle 1257,0.51,0.15,9.82882e-16,-1.22993e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.94017e-14,1.16432e-14,5.99843e-14
particle 1258,0.51,0.17,1.10765e-15,-6.43006e-18,0.43,0.991062,0.0240029,1074.74,716.491,-1.28885e-14,-3.98788e-15,2.94039e-14
particle 1259,0.51,0.19,1.1479e-15,6.98381e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.34928e-14,-1.99621e-14,6.91082e-14
particle 1260,0.51,0.21,1.05795e-15,-7.63681e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.54652e-14,1.97593e-14,6.62221e-14
particle 1261,0.51,0.23,9.50651e-16,2.80869e-17,0.43,0.991062,0.0240029,1074.74,716.491,-2.57046e-14,2.82959e-15,2.66193e-14
particle 1262,0.51,0.25,9.5296e-16,1.2963e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.06314e-14,-2.0835e-14,7.03167e-14
particle 1263,0.51,0.27,1.01779e-15,-7.34933e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.81713e-14,-1.41123e-15,1.18787e-13
particle 1264,0.51,0.29,9.04817e-16,-3.13597e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.29679e-14,2.92519e-15,2.04166e-15
particle 1265,0.51,0.31,7.59517e-16,2.74354e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.0283e-14,-2.11327e-14,7.60188e-15
particle 1266,0.51,0.33,7.65361e-16,-8.18879e-18,0.43,0.991062,0.0240029,1074.74,716.491,-2.6278e-14,-1.98128e-15,1.30327e-13
particle 1267,0.51,0.35,9.13663e-16,-2.78444e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.4425e-14,1.80133e-14,1.24241e-14
particle 1268,0.51,0.37,7.78884e-16,2.79032e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.89578e-14,-1.86244e-14,1.27277e-14
particle 1269,0.51,0.39,7.64492e-16,-5.14719e-18,0.43,0.991062,0.0240029,1074.74,716.491,-2.65278e-14,-1.05147e-15,1.31296e-13
particle 1270,0.51,0.41,9.13659e-16,-2.75916e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.44265e-14,1.80126e-14,1.25797e-14
particle 1271,0.51,0.43,7.78894e-16,2.78479e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.89515e-14,-1.85102e-14,1.27023e-14
particle 1272,0.51,0.45,7.63342e-16,1.86221e-18,0.43,0.991062,0.0240029,1074.74,716.491,-2.64141e-14,-1.71622e-15,1.30544e-13
particle 1273,0.51,0.47,8.68412e-16,-2.77598e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.21623e-14,2.23782e-14,6.58719e-15
particle 1274,0.51,0.49,8.13137e-16,3.16083e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.46493e-14,2.87551e-15,-4.99245e-15
particle 1275,0.51,0.51,9.68067e-16,1.06732e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.02703e-14,-2.05018e-14,1.04123e-13
particle 1276,0.51,0.53,9.35664e-16,-3.71145e-16,0.43,0.991062,0.0240029,1074.74,716.491,-3.06462e-14,-2.54678e-14,1.12783e-13
particle 1277,0.51,0.55,6.85905e-16,-2.36912e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.57258e-14,5.53906e-15,1.39588e-13
particle 1278,0.51,0.57,7.84425e-16,-6.56985e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.33702e-14,-4.35763e-15,-8.28016e-14
particle 1279,0.51,0.59,8.12316e-16,6.50463e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.55527e-14,8.9979e-15,-8.65295e-14
particle 1280,0.51,0.61,8.80135e-16,2.4906e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.18729e-14,1.24145e-16,1.36817e-13
particle 1281,0.51,0.63,1.04001e-15,5.00096e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.66351e-14,1.51914e-14,1.06206e-13
particle 1282,0.51,0.65,9.90233e-16,-4.62919e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.36313e-14,-1.60484e-14,1.04921e-13
particle 1283,0.51,0.67,6.59795e-16,-2.48183e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.25792e-14,-4.14654e-15,1.37587e-13
particle 1284,0.51,0.69,7.75656e-16,-6.59007e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.97897e-14,-7.91034e-15,-8.46277e-14
particle 1285,0.51,0.71,8.12316e-16,6.50463e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.55527e-14,8.9979e-15,-8.70411e-14
particle 1286,0.51,0.73,8.80135e-16,2.4906e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.18729e-14,1.24145e-16,1.36801e-13
particle 1287,0.51,0.75,1.04001e-15,5.00096e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.66351e-14,1.51914e-14,1.06206e-13
particle 1288,0.51,0.77,9.90233e-16,-4.62919e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.36313e-14,-1.60484e-14,1.04921e-13
particle 1289,0.51,0.79,6.59795e-16,-2.48183e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.25792e-14,-4.14654e-15,1.37587e-13
particle 1290,0.51,0.81,7.75656e-16,-6.59007e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.97897e-14,-7.91034e-15,-8.46277e-14
particle 1291,0.51,0.83,8.12317e-16,6.50463e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.55523e-14,8.9981e-15,-8.70416e-14
particle 1292,0.51,0.85,8.80138e-16,2.4906e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.18725e-14,1.24335e-16,1.36801e-13
particle 1293,0.51,0.87,1.04001e-15,5.00096e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.66351e-14,1.51914e-14,1.06204e-13
particle 1294,0.51,0.89,9.91535e-16,-4.63018e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.31831e-14,-1.60324e-14,1.04909e-13
particle 1295,0.51,0.91,6.79676e-16,-2.48122e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.56882e-14,-4.11496e-15,1.37676e-13
particle 1296,0.51,0.93,7.7455e-16,-6.60481e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.8846e-14,-9.67282e-15,-8.25756e-14
particle 1297,0.51,0.95,7.55494e-16,6.37079e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.60541e-14,7.92842e-15,-8.45715e-14
particle 1298,0.51,0.97,7.78695e-16,2.34168e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.36638e-14,2.47609e-15,1.32565e-13
particle 1299,0.51,0.99,7.84939e-16,5.91142e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.13516e-14,3.72025e-14,9.80862e-14
particle 1300,0.53,0.01,-5.16579e-16,-3.52367e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.1236e-14,1.99716e-14,7.73593e-14
particle 1301,0.53,0.03,-5.00276e-16,-2.70876e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.60939e-14,1.96884e-15,6.90658e-14
particle 1302,0.53,0.05,-5.99559e-16,-7.11072e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.96393e-14,2.26405e-14,5.52327e-14
particle 1303,0.53,0.07,-6.45636e-16,2.77331e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.68092e-14,-2.42531e-14,5.10767e-14
particle 1304,0.53,0.09,-5.5142e-16,1.46998e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.71412e-14,-1.01983e-14,6.4916e-14
particle 1305,0.53,0.11,-4.9466e-16,1.83278e-16,0.43,0.991062,0.0240029,1074.74,716.491,-8.00418e-15,2.29843e-15,6.41258e-14
particle 1306,0.53,0.13,-4.77046e-16,1.98247e-16,0.43,0.991062,0.0240029,1074.74,716.491,-6.6029e-15,2.92899e-16,8.03234e-14
particle 1307,0.53,0.15,-3.77032e-16,-1.00853e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.27063e-14,1.16047e-14,6.23112e-14
particle 1308,0.53,0.17,-2.88585e-16,1.71958e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.16963e-14,-3.5207e-15,3.90624e-14
particle 1309,0.53,0.19,-3.45877e-16,5.33155e-16,0.43,0.991062,0.0240029,1074.74,716.491,-9.96805e-15,-1.45458e-14,7.54664e-14
particle 1310,0.53,0.21,-2.84532e-16,-6.55117e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.65805e-14,1.54269e-14,7.15794e-14
particle 1311,0.53,0.23,-3.54205e-16,-6.60239e-17,0.43,0.991062,0.0240029,1074.74,716.491,-2.09087e-14,4.21448e-15,3.63612e-14
particle 1312,0.53,0.25,-5.36075e-16,1.06463e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.41424e-14,-2.26004e-14,7.30718e-14
particle 1313,0.53,0.27,-5.91883e-16,-6.2507e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.20199e-14,7.29487e-15,1.17609e-13
particle 1314,0.53,0.29,-2.60101e-16,-3.03963e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.3635e-14,1.66183e-15,8.7602e-15
particle 1315,0.53,0.31,-5.13189e-16,2.62841e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.7784e-14,-2.07853e-14,1.42431e-14
particle 1316,0.53,0.33,-5.55523e-16,-2.33705e-17,0.43,0.991062,0.0240029,1074.74,716.491,-1.1906e-14,-3.05253e-15,1.28804e-13
particle 1317,0.53,0.35,-3.09545e-16,-2.65191e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.88319e-14,1.76735e-14,1.83694e-14
particle 1318,0.53,0.37,-5.55176e-16,2.66418e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.5053e-14,-1.71895e-14,1.98166e-14
particle 1319,0.53,0.39,-5.75661e-16,-1.30962e-17,0.43,0.991062,0.0240029,1074.74,716.491,-1.18755e-14,-1.21928e-15,1.29962e-13
particle 1320,0.53,0.41,-3.09545e-16,-2.64938e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.88319e-14,1.85617e-14,1.85468e-14
particle 1321,0.53,0.43,-5.53875e-16,2.66665e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.46053e-14,-1.68545e-14,1.95254e-14
particle 1322,0.53,0.45,-5.59388e-16,5.07405e-18,0.43,0.991062,0.0240029,1074.74,716.491,-9.8785e-15,6.67376e-16,1.295e-13
particle 1323,0.53,0.47,-2.27365e-16,-2.65119e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.48897e-14,2.20316e-14,1.10828e-14
particle 1324,0.53,0.49,-3.89166e-16,3.13415e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.83857e-14,3.07511e-15,1.96772e-15
particle 1325,0.53,0.51,-4.93473e-16,9.60554e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.36876e-14,-2.79004e-14,1.1094e-13
particle 1326,0.53,0.53,-6.08536e-16,-4.84119e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.97063e-14,-1.88043e-14,1.19139e-13
particle 1327,0.53,0.55,-7.43834e-16,-2.44856e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.54982e-14,-3.30487e-17,1.39822e-13
particle 1328,0.53,0.57,-5.18862e-16,-6.52511e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.81521e-14,-3.30291e-15,-7.71418e-14
particle 1329,0.53,0.59,-3.35365e-16,6.55136e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.16208e-14,8.96545e-15,-8.01736e-14
particle 1330,0.53,0.61,-6.21659e-16,2.6484e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.0321e-14,-3.05109e-15,1.39061e-13
